nome_completo,data_nascimento,idade,rg,cpf,uf_atendimento,data_atendimento,modo_chegada,historico_comorbidades,pressao_sistolica,pressao_diastolica,frequencia_cardiaca,frequencia_respiratoria,temperatura_celsius,spo2_porcento,taxa_hesitacao_porcento,instabilidade_emocional_vocal_porcento,diagnostico_realizado,houve_internacao,urgencia_critica
Maitê Cavalcante,1993-01-29,33,658231479,701.495.368-01,BA,2026-07-04 14:26:59,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,126,94,62,23,36.0,96,63.86,40.77,Cefaleia Tensional,0,0
Letícia Fonseca,1999-02-25,27,857612037,316.429.508-15,GO,2026-08-17 09:40:43,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,126,93,124,21,36.2,96,87.33,92.47,Crise Hipertensiva Severa,1,1
Gabriela Monteiro,1959-06-18,67,256748135,189.623.457-73,SP,2026-06-29 02:06:04,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,129,72,40,15,37.1,88,17.63,39.96,Infarto Agudo do Miocárdio,1,1
Ana Vitória Nascimento,1965-09-28,61,015327863,150.974.362-61,PE,2026-05-05 02:13:30,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,89,88,81,13,36.1,100,34.16,30.74,Crise de Ansiedade,0,0
João Pedro da Luz,1983-11-16,42,247538061,982.047.613-50,RJ,2026-02-15 14:36:46,Acompanhada por familiares apresentando dispneia leve.,Nenhuma,135,76,114,10,35.4,96,16.88,88.57,Refluxo Gastroesofágico,0,0
Kaique Oliveira,1985-05-23,41,672540381,763.490.821-50,AL,2025-10-06 16:37:02,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,132,77,82,14,37.0,91,90.65,13.63,Trauma Físico Severo,1,1
Heloisa Pinto,1968-02-06,58,352087419,403.815.269-33,SE,2026-09-15 06:23:08,Acompanhada por familiares apresentando dispneia leve.,Diabetes,99,86,74,23,36.7,98,27.04,12.42,Cefaleia Tensional,0,0
Srta. Aylla Pastor,1950-06-11,76,154708367,598.143.607-75,AC,2025-09-27 05:46:52,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,115,71,88,17,36.8,93,44.47,93.57,Crise de Ansiedade,0,0
Dr. Bernardo Nunes,1982-02-02,44,653217080,608.532.174-08,AC,2026-04-20 21:40:38,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,119,102,76,23,37.0,99,89.47,20.9,Crise de Ansiedade,0,0
Olívia Lima,1950-10-28,75,765128433,257.614.380-62,TO,2026-06-20 01:26:59,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,117,77,85,14,36.9,100,55.29,14.84,Refluxo Gastroesofágico,0,0
Luiz Felipe Vieira,1961-07-06,65,612735047,710.359.426-07,AM,2026-02-13 21:08:35,Acompanhada por familiares apresentando dispneia leve.,Diabetes,126,89,67,21,36.5,100,93.28,53.52,Cefaleia Tensional,0,0
Kevin Montenegro,1999-03-28,27,051836749,309.165.487-75,RN,2026-07-14 18:02:21,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,148,101,112,14,38.4,96,92.65,4.68,Crise de Ansiedade,0,0
Pedro Ribeiro,1998-05-16,28,610453270,438.572.901-88,AC,2026-04-22 08:13:02,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,141,95,120,13,35.5,95,46.16,62.0,Mialgia (Dor Muscular),0,0
Luara Costa,1984-01-29,42,371468504,560.813.429-05,RJ,2025-10-25 16:42:14,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,93,58,81,17,36.0,94,58.24,45.29,Refluxo Gastroesofágico,0,0
Maria Liz da Cunha,1971-06-30,55,30274518X,129.637.458-00,DF,2025-12-06 21:55:09,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,132,86,50,14,37.3,94,23.03,64.04,Mialgia (Dor Muscular),0,0
Sophie Marques,2005-01-06,21,601857240,962.184.305-70,PI,2026-09-11 19:50:25,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,146,92,71,10,36.6,96,99.05,28.39,Cefaleia Tensional,0,0
Emilly Almeida,1967-08-31,59,48072135X,843.970.526-38,PR,2026-02-18 06:49:59,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,127,93,80,17,37.1,96,27.83,90.55,Crise de Ansiedade,0,0
Stella Cirino,1954-02-18,72,025841671,731.026.584-07,SE,2026-09-05 15:09:06,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,141,63,97,18,36.6,93,78.33,27.06,Mialgia (Dor Muscular),0,0
Sara Cunha,1967-05-12,59,705184237,710.493.258-50,RS,2026-09-19 06:19:52,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,160,70,59,24,37.6,92,31.3,63.76,Crise Hipertensiva Severa,1,1
Nina da Mata,1947-04-23,79,675834120,985.760.234-74,PA,2026-06-06 06:21:12,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,140,94,65,22,35.7,96,31.3,94.51,Refluxo Gastroesofágico,0,0
Yasmin Pimenta,1992-10-09,33,736825149,209.417.538-32,RO,2026-02-03 06:34:48,Acompanhada por familiares apresentando dispneia leve.,Diabetes,124,68,97,24,37.6,95,10.39,40.08,Mialgia (Dor Muscular),1,0
Ana Liz Moreira,1996-08-03,30,582640313,450.872.196-67,RO,2026-06-20 08:31:19,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,140,75,108,21,37.4,92,55.99,16.14,Infarto Agudo do Miocárdio,1,1
Luiz Otávio Martins,1990-05-11,36,814257306,064.873.921-03,RS,2026-06-30 04:49:40,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,122,103,69,19,35.5,100,24.48,6.84,Mialgia (Dor Muscular),0,0
Isaque Cassiano,1974-01-01,52,108346250,793.651.248-91,AP,2026-08-13 14:17:42,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,120,79,51,11,37.0,100,14.84,96.3,Mialgia (Dor Muscular),0,0
Dra. Letícia Lopes,1950-08-11,76,531046825,426.195.380-33,RS,2026-07-18 15:23:15,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,112,69,167,18,36.5,100,22.67,76.37,Mialgia (Dor Muscular),0,0
Luiza Azevedo,1943-10-16,82,317205869,126.345.908-06,RO,2026-07-21 12:26:51,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,151,66,104,20,36.0,94,25.11,91.9,Mialgia (Dor Muscular),1,0
Gabrielly Jesus,1956-09-11,70,503716480,547.321.968-37,SP,2026-03-05 03:07:39,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,103,84,78,25,35.0,96,50.41,69.88,Mialgia (Dor Muscular),0,0
João Pedro Ramos,1956-06-02,70,628305175,428.690.153-05,MA,2026-01-13 14:38:27,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,150,60,106,21,35.7,100,38.59,34.24,Cefaleia Tensional,0,0
José Miguel Rodrigues,1948-08-27,78,157024386,512.364.089-42,PB,2026-07-11 15:41:05,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,129,76,81,24,37.1,92,7.55,12.3,Infarto Agudo do Miocárdio,1,1
Isabela Guerra,1991-11-15,34,620371456,729.610.534-80,DF,2026-09-02 21:30:25,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,92,84,106,12,37.2,100,53.6,92.93,Cefaleia Tensional,0,0
Danilo Cassiano,1970-04-11,56,275431083,869.015.372-12,DF,2025-11-07 19:21:47,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,127,99,88,16,36.3,91,78.77,48.96,Insuficiência Respiratória,0,1
Arthur da Cruz,1991-05-27,35,403826718,650.781.294-30,CE,2026-05-13 03:05:43,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,77,90,87,20,37.2,100,57.42,39.65,Crise de Ansiedade,0,0
Ravi Mendonça,1940-06-30,86,201685346,034.985.621-42,RR,2026-02-08 22:57:38,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,132,69,82,23,37.3,95,97.45,57.78,Refluxo Gastroesofágico,0,0
Maya Lima,1968-11-25,57,127486306,137.864.925-73,BA,2025-10-09 17:19:06,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,137,97,48,17,36.6,100,9.92,10.66,Crise de Ansiedade,0,0
Ana Carolina Costa,1957-11-11,68,450326810,409.382.156-98,AL,2026-03-03 05:06:48,Acompanhada por familiares apresentando dispneia leve.,Nenhuma,108,75,133,17,35.9,100,82.12,30.92,Crise Hipertensiva Severa,1,1
João Gabriel Carvalho,1952-02-08,74,56827314X,647.583.192-19,RO,2026-09-15 11:16:15,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,122,61,61,21,36.9,96,50.57,63.79,Refluxo Gastroesofágico,0,0
José Pedro Vieira,1950-05-25,76,236405172,301.675.924-16,MG,2025-11-23 17:45:43,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,159,77,50,12,36.9,94,52.16,10.01,Mialgia (Dor Muscular),0,0
Yan Cavalcanti,1998-10-16,27,527143868,153.826.907-40,SC,2025-10-23 12:08:28,Acompanhada por familiares apresentando dispneia leve.,Asma,109,101,79,26,37.0,97,51.91,13.52,Crise de Ansiedade,0,0
Ana Cecília Silveira,1997-01-04,29,543086124,059.461.873-84,RO,2026-02-20 08:11:32,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,98,82,60,13,37.2,96,32.53,51.06,Crise de Ansiedade,1,0
Alícia Araújo,2006-01-24,20,015234861,253.169.048-42,DF,2025-12-03 22:41:51,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,149,80,83,10,35.4,95,32.46,62.35,Cefaleia Tensional,0,0
Levi Pereira,1955-05-31,71,67152043X,074.816.539-84,RS,2026-08-31 01:05:47,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,159,104,102,18,36.1,90,63.18,18.7,Trauma Físico Severo,1,1
Benício Jesus,1970-10-18,55,807526149,623.918.547-73,ES,2025-11-28 18:58:13,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,120,58,109,26,35.0,94,4.48,3.31,Cefaleia Tensional,0,0
Sr. Miguel Silveira,1967-09-18,59,071238542,490.187.652-01,RJ,2026-04-29 14:36:15,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,140,60,105,20,37.1,92,58.88,95.84,Trauma Físico Severo,0,1
Isaac Camargo,1945-06-22,81,160827450,276.801.459-11,RN,2026-02-03 03:17:10,Acompanhada por familiares apresentando dispneia leve.,Diabetes,146,55,77,21,36.3,99,72.46,2.75,Cefaleia Tensional,0,0
Sarah Campos,1992-09-28,34,213856700,650.321.847-80,MS,2026-05-21 21:56:23,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,105,85,86,18,36.8,100,35.63,0.21,Cefaleia Tensional,0,0
Valentina da Cunha,1982-10-31,43,752814035,286.351.097-59,RO,2026-09-22 05:12:36,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,110,82,95,17,35.3,99,21.74,32.33,Mialgia (Dor Muscular),0,0
Ayla da Costa,1963-10-21,62,750263143,583.604.719-75,ES,2025-10-15 14:58:19,Acompanhada por familiares apresentando dispneia leve.,Nenhuma,144,103,41,10,37.6,98,21.34,22.25,Refluxo Gastroesofágico,0,0
Camila Vargas,2007-09-29,19,587302161,463.820.719-78,GO,2025-10-14 00:09:38,Acompanhada por familiares apresentando dispneia leve.,Asma,153,83,99,10,35.5,93,8.18,57.36,Mialgia (Dor Muscular),0,0
Dr. Mathias Souza,1976-01-03,50,618352041,185.493.670-01,AM,2026-02-28 02:17:53,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,131,73,48,18,37.1,97,8.97,89.42,Refluxo Gastroesofágico,0,0
Srta. Mariana Cunha,1982-08-03,44,637280155,354.807.296-83,AC,2026-07-17 02:30:15,Acompanhada por familiares apresentando dispneia leve.,Asma,102,80,136,24,36.6,100,16.67,48.11,Refluxo Gastroesofágico,0,0
Cauê Cavalcanti,1946-04-17,80,518304620,324.561.789-55,ES,2026-04-16 14:38:46,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,159,81,74,19,36.3,94,1.92,77.33,Mialgia (Dor Muscular),0,0
João Guilherme Macedo,1955-04-09,71,561782404,064.821.759-02,SE,2026-07-09 08:38:12,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,109,54,80,21,36.3,97,26.62,90.92,Mialgia (Dor Muscular),0,0
Jade Pastor,1962-10-19,63,827345069,254.380.167-71,TO,2025-10-22 07:53:06,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,113,120,65,25,36.0,96,30.64,18.94,Refluxo Gastroesofágico,0,0
Samuel Nascimento,1954-05-01,72,12563478X,694.827.531-19,SP,2025-11-15 13:29:43,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,126,87,69,19,37.5,100,99.52,48.83,Crise de Ansiedade,0,0
Sr. Liam Nogueira,1942-12-11,83,864372516,786.491.325-37,SC,2026-06-21 14:56:05,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,151,83,141,17,36.5,100,99.17,64.21,Trauma Físico Severo,0,1
Olívia Rodrigues,1998-08-28,28,865103422,512.309.476-80,SC,2025-12-31 14:54:07,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,137,89,108,13,35.5,99,18.7,33.19,Mialgia (Dor Muscular),0,0
João Lucas Viana,1973-06-07,53,523807648,609.153.827-68,GO,2025-12-08 23:26:22,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,128,90,46,28,36.2,90,21.3,73.98,Trauma Físico Severo,1,1
Luiz Miguel Melo,1958-05-17,68,621740858,549.372.018-32,SC,2026-06-24 14:33:57,Acompanhada por familiares apresentando dispneia leve.,Nenhuma,129,77,122,20,36.6,97,49.19,70.53,Trauma Físico Severo,1,1
Sra. Lorena Almeida,1965-03-14,61,230617487,142.958.306-15,MS,2026-02-10 21:09:51,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,120,70,114,13,37.2,96,14.88,42.11,Crise de Ansiedade,0,0
Ana Beatriz Sousa,1940-04-28,86,013678255,504.817.963-39,MS,2026-07-15 03:14:26,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,131,88,77,12,36.0,96,50.4,8.8,Crise de Ansiedade,0,0
Ana Júlia Sales,2005-08-08,21,861302576,814.506.732-44,RR,2026-08-21 16:52:50,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,70,85,92,24,36.1,90,39.94,1.16,Infarto Agudo do Miocárdio,1,1
Isabella da Cunha,1943-07-20,83,360814724,905.872.436-00,SC,2025-10-31 12:55:58,Acompanhada por familiares apresentando dispneia leve.,Diabetes,114,67,84,12,36.5,92,32.46,36.93,Crise Hipertensiva Severa,1,1
Maria Isis das Neves,2001-05-04,25,632751848,816.274.053-80,MS,2026-03-15 10:39:06,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,124,101,134,27,37.2,96,82.26,8.21,Trauma Físico Severo,1,1
Maria Cecília Rodrigues,1954-02-17,72,782346017,063.289.741-40,AL,2026-05-20 03:19:42,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,96,84,65,10,35.4,100,82.81,78.16,Cefaleia Tensional,0,0
Vitor da Costa,1953-07-24,73,106274351,348.269.570-92,AM,2026-01-08 08:01:43,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,127,90,88,25,36.9,94,98.79,33.43,Refluxo Gastroesofágico,0,0
Maria Julia Albuquerque,2005-08-22,21,730152868,476.912.853-37,GO,2026-01-04 18:46:15,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,115,100,74,20,36.1,95,22.31,66.61,Cefaleia Tensional,0,0
Jade da Rosa,2003-09-21,23,74653128X,290.875.413-41,MT,2025-11-08 03:04:40,Acompanhada por familiares apresentando dispneia leve.,Asma,155,80,49,18,36.2,100,88.83,34.64,Mialgia (Dor Muscular),0,0
Isaac da Rosa,1998-03-17,28,236870452,026.487.315-71,DF,2025-12-21 03:05:30,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,151,84,139,17,38.1,95,53.78,79.59,Infarto Agudo do Miocárdio,1,1
Enrico Macedo,1977-08-30,49,036487211,761.490.523-70,AL,2025-10-25 09:53:14,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,110,92,55,27,36.3,96,59.15,88.84,Cefaleia Tensional,0,0
Luiza Vargas,2003-03-20,23,861502437,637.825.491-55,RO,2026-07-27 19:13:17,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,116,69,90,21,37.1,96,89.63,83.75,Crise de Ansiedade,0,0
Maria Luísa Vieira,2003-01-09,23,185740625,943.058.172-41,SE,2026-03-11 12:03:12,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,118,80,41,13,37.1,91,94.26,48.45,Insuficiência Respiratória,1,1
João Guilherme Barros,1981-07-16,45,035764181,718.392.560-95,PR,2026-04-18 07:04:12,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,110,81,75,10,35.6,99,72.68,8.4,Cefaleia Tensional,0,0
Olivia Sousa,2007-01-31,19,643170285,236.140.895-33,RO,2025-11-06 01:32:36,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,123,65,95,18,35.0,94,34.78,37.17,Crise de Ansiedade,0,0
Lívia Silva,1935-12-22,90,267845108,753.891.640-75,SP,2026-07-12 20:02:41,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,104,114,64,17,37.2,96,48.97,42.45,Crise de Ansiedade,0,0
Beatriz Castro,2005-09-16,21,385740268,315.479.806-48,RS,2025-10-04 17:37:54,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,97,58,99,10,35.6,98,61.51,96.03,Cefaleia Tensional,0,0
Sra. Sofia Azevedo,1959-08-18,67,406132756,134.856.290-06,RS,2025-10-15 00:27:48,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,132,60,78,17,35.2,100,82.86,56.55,Refluxo Gastroesofágico,0,0
Dr. Yan Sousa,1986-01-27,40,315762846,745.186.203-80,DF,2026-06-08 15:56:20,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,132,99,114,15,37.3,91,65.79,64.08,Infarto Agudo do Miocárdio,1,1
Dr. Arthur Teixeira,1976-02-29,50,275834013,236.981.704-69,SP,2025-10-18 08:03:59,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,103,90,119,18,35.7,100,36.54,78.2,Cefaleia Tensional,0,0
Francisco Pires,1977-03-10,49,038274565,967.510.382-59,AL,2025-11-15 22:39:39,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,137,64,70,21,35.9,100,41.79,56.82,Refluxo Gastroesofágico,0,0
Catarina Abreu,1935-11-01,90,718532065,405.278.136-80,AC,2026-08-21 02:48:18,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,107,89,86,25,38.1,94,5.04,59.85,Mialgia (Dor Muscular),0,0
Gabriela Pires,1949-11-06,76,41827650X,016.925.347-34,CE,2026-08-03 14:39:21,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,125,102,89,22,35.2,99,92.43,24.53,Crise de Ansiedade,0,0
Levi Oliveira,1943-08-25,83,012863749,478.501.936-01,BA,2026-09-08 09:27:21,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,136,79,100,14,35.5,100,8.81,5.89,Mialgia (Dor Muscular),0,0
Daniel Castro,1958-02-03,68,647013253,873.295.614-28,TO,2025-12-11 15:48:50,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,119,118,85,19,36.1,93,57.99,72.14,Crise de Ansiedade,0,0
Valentim Silva,1991-07-07,35,653821402,265.147.098-85,SE,2026-03-03 23:17:38,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,129,54,89,18,36.3,97,87.17,84.87,Crise de Ansiedade,0,0
Caroline Peixoto,1954-01-24,72,260485378,471.356.290-43,RJ,2025-11-18 04:17:25,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,109,90,78,11,35.8,98,42.09,41.2,Crise de Ansiedade,0,0
Maria Sophia Vieira,1994-06-19,32,247865011,689.325.701-59,AC,2026-06-16 23:57:56,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,116,97,87,19,35.6,99,80.01,54.89,Cefaleia Tensional,0,0
Dr. Rhavi Sousa,1978-07-10,48,573680243,160.748.295-94,AL,2026-09-07 06:46:41,Acompanhada por familiares apresentando dispneia leve.,Diabetes,115,93,117,27,37.7,100,80.38,30.73,Refluxo Gastroesofágico,0,0
José Pedro Cavalcanti,1981-08-20,45,862570438,583.620.471-35,RO,2025-10-06 01:08:58,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,105,76,101,18,36.7,97,5.98,45.02,Crise de Ansiedade,0,0
Lunna da Paz,1984-08-17,42,154236706,709.538.126-77,PB,2026-08-27 08:51:36,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,116,75,102,10,37.0,99,41.21,20.89,Crise de Ansiedade,0,0
Bryan Leão,2005-11-09,20,234581700,530.798.146-57,PB,2026-04-08 02:14:52,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,89,86,103,18,36.4,93,69.1,75.99,Crise de Ansiedade,0,0
Sr. Matteo Garcia,1976-12-27,49,140836524,527.891.036-40,ES,2025-12-17 23:55:20,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,110,92,81,11,36.7,97,42.24,49.19,Cefaleia Tensional,0,0
Heloisa Almeida,1961-10-13,64,157830263,390.421.785-23,PR,2026-02-04 06:04:22,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,114,89,92,22,37.2,95,54.52,54.72,Crise de Ansiedade,0,0
Ian Borges,1963-06-19,63,803175425,875.613.204-26,RO,2025-11-10 08:02:31,Acompanhada por familiares apresentando dispneia leve.,Asma,114,95,57,20,35.7,92,59.45,3.71,Insuficiência Respiratória,1,1
Fernanda da Luz,1981-04-29,45,310768524,608.135.294-33,RO,2026-05-13 17:01:03,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,115,64,116,17,36.7,94,15.12,62.24,Mialgia (Dor Muscular),0,0
Srta. Ana Julia Guerra,2000-09-19,26,63710528X,184.903.672-13,SE,2026-01-11 06:12:03,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,118,76,40,16,37.1,98,41.2,20.27,Refluxo Gastroesofágico,0,0
Mariane Peixoto,1959-06-08,67,34627185X,820.614.537-08,PA,2026-06-10 14:07:55,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,129,65,82,16,37.7,98,2.85,38.34,Refluxo Gastroesofágico,0,0
